11477, 216, 257248,321,225
11477, 217, 207427,313,200
11477, 218, 213449,311,209
11477, 219, 193159,301,200
11477, 220, 127425,319,110
11477, 221, 205138,288,222
11477, 222, 282845,314,237
11477, 223, 290562,323,237
11477, 224, 335934,337,257
11477, 225, 547671,390,346
11477, 226, 581540,405,357
11477, 227, 581943,405,357
11477, 228, 581376,405,357
11477, 229, 581585,405,357
11477, 230, 582526,405,358
11477, 231, 581825,405,357
11477, 232, 580930,404,357
11477, 233, 584358,406,358
11477, 234, 581371,405,357
11477, 235, 581107,405,357
11477, 236, 575354,402,355
11477, 237, 572954,401,355
11477, 238, 582567,406,358
11477, 239, 581351,405,357
11477, 240, 573554,401,355
11477, 241, 580914,405,357
11477, 242, 583154,405,358
11477, 243, 583042,406,358
11477, 244, 585065,406,358
11477, 245, 583700,406,358
11477, 246, 582600,405,358
11477, 247, 582641,405,358
11477, 248, 581157,404,357
11477, 249, 573441,401,355
11477, 250, 583702,406,358
11477, 251, 580361,404,357
11477, 252, 576777,403,356
11477, 253, 581137,405,357
11477, 254, 574584,402,355
11477, 255, 582051,405,357
11477, 256, 580963,405,357
11477, 257, 580489,404,357
11477, 258, 579083,404,356
11477, 259, 580753,405,357
11477, 260, 579808,404,357
11477, 261, 582220,405,358
11477, 262, 582230,405,358
11477, 263, 583750,406,358
11477, 264, 575222,402,356
11477, 265, 583947,406,358
11477, 266, 583509,406,358
11477, 267, 583172,405,358
11477, 268, 584096,406,358
11477, 269, 582624,405,358
11477, 270, 582424,405,358
11477, 271, 581776,405,357
11477, 272, 579684,404,357
11477, 273, 581511,405,357
11477, 274, 583132,405,358
11477, 275, 583647,406,358
11477, 276, 584082,406,358
11477, 277, 580335,404,357
11477, 278, 582775,405,357
11477, 279, 584063,405,358
11477, 280, 584364,406,358
11477, 281, 582705,405,358
11477, 282, 578988,403,356
11477, 283, 577415,403,356
11477, 284, 583101,406,358
11477, 285, 575027,402,355
11477, 286, 583846,406,358
11477, 287, 583989,406,358
11477, 288, 575896,403,356
11477, 289, 581491,405,357
11477, 290, 584209,406,358
11477, 291, 580266,404,357
11477, 292, 582300,405,358
11477, 293, 583873,406,358
11477, 294, 583239,405,358
11477, 295, 579507,405,357
11477, 296, 583858,406,358
11477, 297, 584373,406,358
11477, 298, 579748,404,357
11477, 299, 583911,406,358
11477, 300, 580487,404,357
11477, 301, 584549,406,358
11477, 302, 582298,405,358
11477, 303, 582003,405,358
11477, 304, 584317,406,358
11477, 305, 581435,405,357
11477, 306, 583991,406,358
11477, 307, 578078,403,356
11477, 308, 583444,406,358
11477, 309, 579147,405,356
11477, 310, 578090,403,356
11477, 311, 583402,406,358
11477, 312, 583240,406,358
11477, 313, 582480,405,358
11477, 314, 583000,405,358
11477, 315, 583724,406,358
11477, 316, 580611,404,357
11477, 317, 583965,406,358
11477, 318, 584840,406,358
11477, 319, 582752,405,358
11477, 320, 582653,405,358
11477, 321, 583262,405,358
11477, 322, 584070,406,358
11477, 323, 583335,405,358
11477, 324, 584580,406,358
11477, 325, 584730,406,358
11477, 326, 584885,406,358
11477, 327, 582453,405,358
11477, 328, 582111,405,357
11477, 329, 583692,406,358
11477, 330, 583248,405,358
11477, 331, 583685,406,358
11477, 332, 582456,405,358
11477, 333, 584601,406,358
11477, 334, 584975,406,358
11477, 335, 585238,406,358
11477, 336, 583664,405,358
11477, 337, 583370,406,358
11477, 338, 584167,406,358
11477, 339, 585181,406,358
11477, 340, 580039,404,356
11477, 341, 584316,406,358
11477, 342, 584273,406,358
11477, 343, 583295,406,358
11477, 344, 581781,405,357
11477, 345, 582136,405,358
11477, 346, 583387,406,358
11477, 347, 581486,405,357
11477, 348, 583656,406,358
11477, 349, 584039,406,358
11477, 350, 585188,406,358
11477, 351, 579183,404,357
11477, 352, 584928,406,358
11477, 353, 584655,406,358
11477, 354, 585065,406,358
11477, 355, 582432,405,358
11477, 356, 582772,405,358
11477, 357, 584159,406,358
11477, 358, 582550,406,357
11477, 359, 585103,406,358
11477, 360, 584785,406,358
11477, 361, 576692,403,356
11477, 362, 583450,405,358
11477, 363, 585081,406,358
11477, 364, 583651,406,358
11477, 365, 583251,406,358
11477, 366, 582014,405,358
11477, 367, 582472,405,358
11477, 368, 581632,405,358
11477, 369, 582404,405,358
11477, 370, 584772,406,358
11477, 371, 584542,406,358
11477, 372, 582905,405,358
11477, 373, 584638,406,358
11477, 374, 583969,406,358
11477, 375, 584746,406,358
