600, 0, 377,912,439
600, 1, 342,909,430
600, 2, 395,909,386
600, 3, 436,910,399
600, 4, 557,901,358
600, 5, 597,911,368
600, 6, 675,907,356
600, 7, 1370,894,339
600, 8, 1495,890,326
600, 9, 1451,886,313
